EffectiveDate,MeterName,MeterSubCategory,MeterRegion,PerHour,PerMonth
31-Dec-2018,E64i v3/E64is v3 Low Priority,Ev3/ESv3 Series,AP Southeast,0.922,673.0600000000001
31-Dec-2018,E2 v3/E2s v3,Ev3/ESv3 Series Windows,US East,0.218,159.14
16-Jun-2017,D2 v3/D2s v3,Dv3/DSv3 Series Windows,AP Southeast,0.217,158.41
31-Jul-2019,E16 v3/E16s v3,Ev3/ESv3 Series Windows,AP East,2.072,1512.56
26-Apr-2018,M32ls,MS Series,US East 2,2.873,2097.29
29-Jan-2018,F2s v2 Low Priority,FSv2 Series,EU North,0.0192,14.015999999999998
27-Feb-2019,M208s v2 Low Priority,MSv2 Series,US East 2,4.462,3257.2599999999998
31-Mar-2019,M32ts Low Priority,MS Series,US East 2,0.541,394.93
28-Feb-2017,D2 v2/DS2 v2 Low Priority,Dv2/DSv2 Series,US East,0.029,21.17
10-Oct-2018,DC4s Low Priority,DCS Series,EU West,0.103,75.19
31-Mar-2019,NV12,NV Series,US East 2,2.403,1754.19
31-Aug-2018,D3 v2/DS3 v2 - Expired,Dv2/DSv2 Promo Series,AP Southeast,0.316,230.68
31-Aug-2015,A10,A Series Windows,EU West,1.242,906.66
02-Dec-2019,Type 2 HM,MSv2 Series Dedicated Host,US East,109.06,79613.8
31-Mar-2017,A2 v2 Low Priority,Av2 Series Windows,AP Southeast,0.057,41.61
31-Mar-2017,A1 v2 Low Priority,Av2 Series,EU West,0.008,5.84
31-Oct-2016,A4 v2,Av2 Series,US East,0.191,139.43
31-May-2018,E16 v3/E16s v3,Ev3/ESv3 Series Windows,US East 2,1.8,1314
29-Jan-2018,NC12s v2 Low Priority,NCSv2 Series Windows,EU West,2.552,1862.96
31-Mar-2017,E32 v3/E32s v3,Ev3/ESv3 Series,AP Southeast,2.56,1868.8
30-Sep-2015,D3/DS3,D/DS Series Windows,EU North,0.516,376.68
31-Aug-2016,D2 v2/DS2 v2,Dv2/DSv2 Series,EU North,0.132,96.36
30-Nov-2019,D2a v4/D2as v4,Dav4/Dasv4 Series Windows,AP Southeast,0.212,154.76
30-Nov-2016,NC6,NC Series Windows,AP Southeast,1.556,1135.88
18-May-2017,M64s,MS Series Windows,EU North,10.947,7991.3099999999995
31-Aug-2016,NV12,NV Series Windows,EU West,3.19,2328.7
31-May-2018,D13 v2/DS13 v2,Dv2/DSv2 Series Windows,US East,1.056,770.88
10-Dec-2018,M32ms Low Priority,MS Series,AP East,2.228,1626.44
08-May-2019,L48s v2,LSv2 Series,US East 2,3.744,2733.1200000000003
30-Dec-2019,NV32s v4,NVSv4 Series Windows,US East,1.668,1217.6399999999999
24-Jan-2019,L32s v2 Low Priority,LSv2 Series Windows,EU North,1.69,1233.7
30-Nov-2019,E64a v4/E64as v4 Low Priority,Eav4/Easv4 Series,EU North,0.902,658.46
31-Jan-2016,D12 v2/DS12 v2,Dv2/DSv2 Series,US East,0.371,270.83
31-Mar-2017,F16/F16s Low Priority,F/FS Series Windows,EU North,0.653,476.69
31-Aug-2015,A11,A Series,US East,1.56,1138.8
10-Jan-2019,NC6,NC Promo Series,AP Southeast,0.581,424.13
31-May-2018,NC6,NC Series Windows,US East 2,1.084,791.32
02-Nov-2017,L16s Low Priority,LS Series Windows,US East 2,0.873,637.29
27-Feb-2019,M416ms v2,MSv2 Series,US East,99.15,72379.5
10-Jan-2019,NV12,NV Promo Series,US East 2,1.442,1052.6599999999999
31-Jul-2019,F2s v2,FSv2 Series Windows,AP East,0.2,146
31-Oct-2016,A4 v2,Av2 Series Windows,AP Southeast,0.298,217.54
30-Nov-2019,E20a v4/E20as v4 Low Priority,Eav4/Easv4 Series Windows,EU North,0.932,680.36
31-Dec-2018,E20 v3/E20s v3,Ev3/ESv3 Series Windows,EU North,2.33,1700.9
30-Dec-2018,HB60rs Low Priority,HBS Series Windows,AP Southeast,1.145,835.85
30-Nov-2019,E20a v4/E20as v4,Eav4/Easv4 Series Windows,US East,2.18,1591.4
10-Feb-2014,A0,A Series Basic Windows,EU West,0.018,13.139999999999999
26-Apr-2018,M32s,MS Series Windows,US East,4.807,3509.11
10-Jan-2019,H8m,H Promo Series,US East,0.727,530.71
31-May-2018,NC24s v2,NCSv2 Series Windows,US East,9.972,7279.5599999999995
31-Oct-2013,A0,A Series Windows,US East,0.02,14.6
30-Apr-2017,D15 v2/DS15 v2 Low Priority,Dv2/DSv2 Series Windows,EU West,1.114,813.22
16-Jun-2017,D4 v3/D4s v3,Dv3/DSv3 Series Windows,EU West,0.424,309.52
31-Oct-2017,NV12,NV Series,EU North,2.42,1766.6
08-May-2019,F48s v2 Low Priority,FSv2 Series Windows,EU North,1.805,1317.6499999999999
27-Feb-2019,M208ms v2,MSv2 Series Windows,EU North,63.112,46071.76
31-Jan-2019,G2/GS2 Low Priority,G/GS Series,EU North,0.244,178.12
17-Aug-2017,B2ms,BS Series,EU North,0.091,66.42999999999999
30-Nov-2019,D32a v4/D32as v4 Low Priority,Dav4/Dasv4 Series,AP Southeast,0.384,280.32
30-Apr-2017,D5 v2/DS5 v2 Low Priority,Dv2/DSv2 Series Windows,AP Southeast,0.927,676.71
31-Aug-2018,D14 v2/DS14 v2 - Expired,Dv2/DSv2 Promo Series,AP Southeast,1.53,1116.9
31-Oct-2018,B2ms,BS Series,US East 2,0.0832,60.736
30-Nov-2014,A3,A Series,AP Southeast,0.24,175.2
30-Apr-2017,A1 Low Priority,A Series Windows,AP East,0.036,26.279999999999998
30-Nov-2014,A3,A Series Windows,EU North,0.36,262.8
08-May-2019,D48 v3/D48s v3 Low Priority,Dv3/DSv3 Series Windows,US East 2,1.805,1317.6499999999999
31-Mar-2017,NC24 Low Priority,NC Series,AP Southeast,1.057,771.6099999999999
29-Jan-2018,ND24rs Low Priority,NDS Series,AP Southeast,2.674,1952.02
28-Feb-2019,F2/F2s Low Priority,F/FS Series,AP East,0.0289,21.096999999999998
30-Nov-2019,E4a v4/E4as v4,Eav4/Easv4 Series Windows,US East 2,0.436,318.28
02-Nov-2017,F8/F8s Low Priority,F/FS Series Windows,US East,0.306,223.38
31-Mar-2017,H8m Low Priority,H Series Windows,EU North,0.811,592.0300000000001
31-Oct-2018,B8ms,BS Series,US East 2,0.333,243.09
31-May-2015,G5/GS5,G/GS Series Windows,EU West,11.1,8103
30-Nov-2019,D8a v4/D8as v4,Dav4/Dasv4 Series Windows,AP Southeast,0.848,619.04
29-Sep-2019,NV8s v4 Low Priority,NVSv4 Series Windows,EU West,0.19,138.7
30-Nov-2017,M128ms,MS Series Windows,EU West,46.4892,33937.115999999995
27-Feb-2019,M416s v2 Low Priority,MSv2 Series,US East 2,9.916,7238.68
30-Apr-2019,M32ms Low Priority,MS Series Windows,AP Southeast,4.477,3268.21
30-Sep-2015,D2/DS2,D/DS Series,EU North,0.146,106.58
30-Nov-2019,E2a v4/E2as v4,Eav4/Easv4 Series,US East 2,0.126,91.98
30-Nov-2017,A1 Low Priority,A Series Basic,EU West,0.0054,3.942
28-Feb-2017,A1 Low Priority,A Series,AP East,0.012,8.76
30-Apr-2014,A6,A Series Windows,US East,0.66,481.8
09-Oct-2019,E96a v4/E96as v4 Low Priority,Eav4/Easv4 Series,US East 2,1.21,883.3
31-Mar-2017,NC24r Low Priority,NC Series Windows,US East,1.908,1392.84
31-Mar-2017,NC12 Low Priority,NC Series,EU North,0.389,283.97
30-Nov-2017,H8 Low Priority,H Series,US East,0.181,132.13
31-Mar-2017,A2 v2 Low Priority,Av2 Series Windows,US East,0.054,39.42
08-May-2019,L48s v2 Low Priority,LSv2 Series,US East,0.749,546.77
30-Nov-2019,D32a v4/D32as v4 Low Priority,Dav4/Dasv4 Series Windows,US East 2,1.203,878.19
28-Feb-2017,D4/DS4 Low Priority,D/DS Series,EU North,0.117,85.41000000000001
30-Apr-2017,A1 Low Priority,A Series Windows,AP Southeast,0.036,26.279999999999998
31-Aug-2016,A2,A Series Basic Windows,EU West,0.121,88.33
02-Dec-2019,Type 3,Dasv4 Series Dedicated Host,EU North,5.653,4126.69
30-Apr-2014,A7,A Series,US East,1,730
31-May-2015,G5/GS5,G/GS Series,AP Southeast,9.39,6854.700000000001
31-May-2015,G4/GS4,G/GS Series Windows,AP Southeast,5.84,4263.2
02-Nov-2017,D32 v3/D32s v3 Low Priority,Dv3/DSv3 Series Windows,AP Southeast,1.389,1013.97
31-Dec-2018,E20 v3/E20s v3,Ev3/ESv3 Series,EU North,1.41,1029.3
31-Oct-2016,A8 v2,Av2 Series Windows,EU West,0.575,419.74999999999994
31-Oct-2018,B1ms,BS Series,AP Southeast,0.0264,19.272
10-Jan-2019,NC12,NC Promo Series Windows,US East,1.344,981.12
31-Aug-2018,D14 v2/DS14 v2 - Expired,Dv2/DSv2 Promo Series,AP East,1.835,1339.55
31-Aug-2018,D12 v2/DS12 v2 - Expired,Dv2/DSv2 Promo Series Windows,AP East,0.704,513.92
30-Nov-2017,A1 Low Priority,A Series Basic Windows,EU West,0.0144,10.512
02-Nov-2017,D8 v3/D8s v3 Low Priority,Dv3/DSv3 Series,AP Southeast,0.1,73
31-Mar-2017,A2m v2 Low Priority,Av2 Series Windows,AP Southeast,0.081,59.13
07-Apr-2019,M208ms v2,MSv2 Series Windows,AP Southeast,67.574,49329.02
30-Apr-2019,NC6s v3,NCSv3 Series Windows,EU West,4.099,2992.27
30-Dec-2018,HB60rs Low Priority,HBS Series,US East 2,0.228,166.44
03-Feb-2017,F8/F8s,F/FS Series,EU West,0.454,331.42
31-Jul-2019,D48 v3/D48s v3,Dv3/DSv3 Series,AP East,3.168,2312.6400000000003
31-May-2018,E32 v3/E32s v3,Ev3/ESv3 Series,US East 2,2.128,1553.44
26-Apr-2018,M64ls,MS Series Windows,EU North,8.95465,6536.8945
31-Mar-2017,H16m Low Priority,H Series Windows,US East,1.88,1372.3999999999999
31-Dec-2014,A4,A Series Basic Windows,US East,0.592,432.15999999999997
31-Aug-2018,D2 v2/DS2 v2 - Expired,Dv2/DSv2 Promo Series,EU North,0.132,96.36
31-Aug-2016,D2 v2/DS2 v2,Dv2/DSv2 Series,AP Southeast,0.158,115.34
31-Mar-2017,H8 Low Priority,H Series Windows,US East,0.702,512.4599999999999
02-Nov-2017,L16s Low Priority,LS Series Windows,EU West,0.89,649.7
31-May-2018,D4 v3/D4s v3 Low Priority,Dv3/DSv3 Series Windows,US East,0.15,109.5
30-Apr-2017,A2 Low Priority,A Series Windows,AP East,0.072,52.559999999999995
30-Apr-2019,B1ls,BS Series Windows,US East 2,0.0098,7.154
28-Feb-2017,G5/GS5 Low Priority,G/GS Series,AP Southeast,1.878,1370.9399999999998
31-Dec-2018,E64i v3/E64is v3 Low Priority,Ev3/ESv3 Series,EU North,0.812,592.76
31-Mar-2017,E2 v3/E2s v3 Low Priority,Ev3/ESv3 Series Windows,AP Southeast,0.101,73.73
31-Jul-2019,D32 v3/D32s v3,Dv3/DSv3 Series Windows,AP East,3.584,2616.32
03-Feb-2017,F16/F16s,F/FS Series,AP Southeast,0.924,674.52
30-Nov-2019,E8a v4/E8as v4,Eav4/Easv4 Series Windows,EU North,0.932,680.36
31-May-2015,G1/GS1,G/GS Series,AP Southeast,0.66,481.8
30-Nov-2014,A4,A Series,EU West,0.48,350.4
31-Oct-2016,A8 v2,Av2 Series,US East 2,0.4,292
31-Mar-2017,E4 v3/E4s v3 Low Priority,Ev3/ESv3 Series Windows,AP Southeast,0.202,147.46
10-Jan-2019,NC6,NC Promo Series Windows,AP Southeast,0.857,625.61
30-Nov-2016,NC6,NC Series Windows,US East,1.084,791.32
10-Oct-2018,DC2s,DCS Series Windows,EU West,0.303,221.19
28-Feb-2017,A5 Low Priority,A Series,EU West,0.054,39.42
09-Aug-2018,M128s,MS Series,AP East,24.1775,17649.574999999997
28-Feb-2017,A5 Low Priority,A Series,US East,0.05,36.5
31-Mar-2019,E20 v3/E20s v3 Low Priority,Ev3/ESv3 Series,US East 2,0.252,183.96
09-Aug-2019,NV48s v3,NVSv3 Series,AP Southeast,6.36,4642.8
31-Oct-2016,A8 v2,Av2 Series,EU North,0.383,279.59000000000003
31-Mar-2017,H16m Low Priority,H Series Windows,EU West,1.828,1334.44
28-Feb-2017,D4/DS4 Low Priority,D/DS Series,AP Southeast,0.157,114.61
31-Aug-2016,NV24,NV Series Windows,AP Southeast,7.46,5445.8
09-Aug-2019,NV24s v3,NVSv3 Series,AP Southeast,3.18,2321.4
31-Mar-2019,D12/DS12 Low Priority,D/DS Series Windows,EU West,0.224,163.52
09-Aug-2018,ND40s v2 Low Priority,NDSv2 Series,AP Southeast,4.673,3411.29
03-May-2016,H8,H Series Windows,EU West,1.706,1245.3799999999999
10-Jan-2019,NC24r,NC Promo Series Windows,EU West,3.369,2459.3700000000003
31-Mar-2016,F8/F8s,F/FS Series Windows,EU North,0.816,595.68
28-Feb-2017,D14/DS14 Low Priority,D/DS Series,AP East,0.386,281.78000000000003
31-Jul-2017,F8s v2,FSv2 Series Windows,US East,0.651,475.23
31-Mar-2017,NV24 Low Priority,NV Series,AP Southeast,1.272,928.5600000000001
30-Apr-2019,M8ms Low Priority,MS Series Windows,US East,0.843,615.39
28-Feb-2017,D4/DS4 Low Priority,D/DS Series,AP East,0.18,131.4
09-Oct-2019,D96a v4/D96as v4,Dav4/Dasv4 Series Windows,AP Southeast,10.176,7428.4800000000005
08-May-2019,E48 v3/E48s v3,Ev3/ESv3 Series Windows,AP Southeast,6.048,4415.04
31-Aug-2015,A8,A Series Windows,EU West,1.553,1133.69
09-Oct-2019,E96a v4/E96as v4 Low Priority,Eav4/Easv4 Series Windows,US East 2,4.186,3055.7799999999997
02-Nov-2017,D2 v3/D2s v3 Low Priority,Dv3/DSv3 Series,EU West,0.024,17.52
31-Mar-2017,NC12 Low Priority,NC Series Windows,EU North,0.925,675.25
30-Nov-2019,E64a v4/E64as v4,Eav4/Easv4 Series,EU West,4.864,3550.72
09-Oct-2019,D96a v4/D96as v4 Low Priority,Dav4/Dasv4 Series,EU West,1.104,805.9200000000001
31-Dec-2018,E16 v3/E16s v3,Ev3/ESv3 Series Windows,US East,1.744,1273.12
31-Dec-2018,E2 v3/E2s v3 Low Priority,Ev3/ESv3 Series Windows,EU North,0.0932,68.036
30-Jun-2019,Esv3 Type1,ESv3 Series Dedicated Host,US East 2,3.881,2833.1299999999997
31-May-2018,E2 v3/E2s v3,Ev3/ESv3 Series Windows,US East 2,0.225,164.25
02-Nov-2017,L16s Low Priority,LS Series Windows,AP Southeast,0.893,651.89
28-Feb-2017,A3 Low Priority,A Series,EU West,0.048,35.04
30-Nov-2019,D2a v4/D2as v4 Low Priority,Dav4/Dasv4 Series,EU West,0.023,16.79
02-Nov-2017,F8/F8s Low Priority,F/FS Series,AP Southeast,0.092,67.16
31-Aug-2018,D2 v2/DS2 v2 - Expired,Dv2/DSv2 Promo Series Windows,US East,0.252,183.96
31-Oct-2016,A4m v2,Av2 Series,US East 2,0.249,181.77
28-Feb-2017,D3 v2/DS3 v2 Low Priority,Dv2/DSv2 Series,EU West,0.054,39.42
30-Apr-2014,A5,A Series Windows,EU West,0.34,248.20000000000002
29-Jan-2018,F64s v2 Low Priority,FSv2 Series,AP East,0.6284,458.73199999999997
09-Aug-2019,NV48s v3,NVSv3 Series Windows,AP Southeast,8.568,6254.639999999999
31-Dec-2018,E4 v3/E4s v3 Low Priority,Ev3/ESv3 Series Windows,US East,0.174,127.02
16-Nov-2017,NC6s v2,NCSv2 Series,EU West,2.682,1957.86
08-May-2019,E48 v3/E48s v3 Low Priority,Ev3/ESv3 Series,AP Southeast,0.768,560.64
30-Nov-2016,NC24R,NC Series,EU West,5.132,3746.3599999999997
30-Nov-2019,E16a v4/E16as v4 Low Priority,Eav4/Easv4 Series,EU West,0.243,177.39
31-May-2018,F8/F8s,F/FS Series Windows,US East 2,0.766,559.1800000000001
30-Nov-2019,D48a v4/D48as v4,Dav4/Dasv4 Series,US East,2.304,1681.9199999999998
31-Mar-2017,A1 v2 Low Priority,Av2 Series Windows,AP East,0.03,21.9
27-Feb-2019,M416ms v2,MSv2 Series Windows,EU North,138.12,100827.6
30-Apr-2019,NC12s v3,NCSv3 Series Windows,AP Southeast,9.02,6584.599999999999
30-Nov-2019,E32a v4/E32as v4 Low Priority,Eav4/Easv4 Series,US East 2,0.403,294.19
31-Dec-2018,E2 v3/E2s v3 Low Priority,Ev3/ESv3 Series Windows,US East,0.0872,63.656
31-Oct-2018,B2ms,BS Series Windows,AP Southeast,0.114,83.22
09-Jun-2019,D15i v2/DS15i v2,Dv2/DSv2 Series,EU West,1.897,1384.81
28-Feb-2019,F2/F2s Low Priority,F/FS Series,US East,0.0199,14.527000000000001
31-Aug-2018,D11 v2/DS11 v2 - Expired,Dv2/DSv2 Promo Series Windows,AP East,0.352,256.96
31-Mar-2019,D1 v2/DS1 v2 Low Priority,Dv2/DSv2 Series Windows,EU West,0.0533,38.909
31-Aug-2016,D5 v2/DS5 v2,Dv2/DSv2 Series Windows,US East 2,1.872,1366.5600000000002
30-Nov-2017,A4 Low Priority,A Series Basic,EU North,0.0752,54.896
31-Mar-2017,F4/F4s Low Priority,F/FS Series Windows,EU North,0.163,118.99000000000001
14-Nov-2018,L80s v2,LSv2 Series,US East,6.24,4555.2
09-Aug-2018,M32ms,MS Series Windows,AP East,13.991625,10213.886250000001
31-Mar-2017,A8 v2 Low Priority,Av2 Series Windows,EU West,0.23,167.9
08-May-2019,L48s v2,LSv2 Series,EU West,4.464,3258.7200000000003
10-Jan-2019,H16m,H Promo Series Windows,EU North,2.297,1676.8100000000002
31-Jul-2018,NC24rs v3 Low Priority,NCSv3 Series Windows,US East,6.0336,4404.528
31-Dec-2014,A3,A Series Basic Windows,EU West,0.324,236.52
29-Jan-2018,NC12s v2 Low Priority,NCSv2 Series,AP Southeast,1.2154,887.2420000000001
03-Feb-2017,F4/F4s,F/FS Series,US East,0.199,145.27
02-Dec-2019,Type 2,DSv3 Series Dedicated Host,US East 2,3.802,2775.46
30-Sep-2015,D1/DS1,D/DS Series Windows,US East 2,0.13,94.9
28-Feb-2017,D14/DS14 Low Priority,D/DS Series,EU West,0.354,258.41999999999996
30-Sep-2015,D14/DS14,D/DS Series Windows,EU West,2.236,1632.2800000000002
31-Mar-2017,E4 v3/E4s v3,Ev3/ESv3 Series Windows,AP Southeast,0.504,367.92
30-Apr-2014,A5,A Series Windows,AP East,0.36,262.8
31-Dec-2018,E64 v3/E64s v3 Low Priority,Ev3/ESv3 Series Windows,US East 2,2.629,1919.17
31-Mar-2017,A2 v2 Low Priority,Av2 Series Windows,AP East,0.064,46.72
31-Dec-2018,E64 v3/E64s v3 Low Priority,Ev3/ESv3 Series Windows,US East,2.629,1919.17
31-May-2018,M64ms,MS Series Windows,US East 2,14.641,10687.93
10-Dec-2018,G4/GS4 Low Priority,G/GS Series Windows,AP East,2.592,1892.16
31-Mar-2017,A8m v2 Low Priority,Av2 Series,EU North,0.122,89.06
31-Dec-2014,A4,A Series Basic Windows,EU North,0.6,438
31-May-2018,D2 v3/D2s v3 Low Priority,Dv3/DSv3 Series Windows,US East 2,0.075,54.75
31-Aug-2018,D14 v2/DS14 v2 - Expired,Dv2/DSv2 Promo Series,US East,1.482,1081.86
31-Mar-2017,L8s,LS Series Windows,EU West,1.112,811.7600000000001
31-Jul-2019,D1 v2/DS1 v2,Dv2/DSv2 Series,EU North,0.0658,48.034
26-Apr-2018,M16ms Low Priority,MS Series,US East 2,0.6146,448.658
16-Nov-2017,NC24s v2,NCSv2 Series,AP Southeast,12.153,8871.69
02-Nov-2017,M64s Low Priority,MS Series,AP Southeast,1.934,1411.82
29-Jan-2018,ND24s Low Priority,NDS Series,US East,1.656,1208.8799999999999
31-Aug-2015,A11,A Series Windows,EU North,2.16,1576.8000000000002
31-May-2018,D11/DS11,D/DS Series Windows,AP Southeast,0.306,223.38
31-May-2018,D16 v3/D16s v3 Low Priority,Dv3/DSv3 Series,US East,0.154,112.42
29-Feb-2016,D15 v2/DS15 v2,Dv2/DSv2 Series,US East,1.853,1352.69
31-Jul-2019,B1ms,BS Series Windows,AP East,0.0332,24.236
31-Aug-2018,D14 v2/DS14 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU West,2.228,1626.44
29-Sep-2019,NV4s v4 Low Priority,NVSv4 Series Windows,EU West,0.095,69.35
31-Jul-2019,NC24,NC Series,AP Southeast,5.283,3856.59
29-Jan-2018,ND12s Low Priority,NDS Series,AP Southeast,1.2154,887.2420000000001
28-Feb-2019,F8/F8s Low Priority,F/FS Series,US East,0.0796,58.108000000000004
31-Jul-2019,E16 v3/E16s v3 Low Priority,Ev3/ESv3 Series Windows,AP East,0.829,605.17
17-Aug-2017,F8s v2 Low Priority,FSv2 Series Windows,EU West,0.296,216.07999999999998
31-Jul-2019,E20 v3/E20s v3,Ev3/ESv3 Series,AP East,1.67,1219.1
09-Oct-2019,ND40rs v2,NDrSv2 Series Windows,EU West,29.366,21437.18
31-Aug-2016,A2,A Series Basic Windows,AP Southeast,0.137,100.01
31-Mar-2017,A2m v2 Low Priority,Av2 Series Windows,EU North,0.084,61.32
09-Aug-2019,NV48s v3 Low Priority,NVSv3 Series,AP Southeast,1.272,928.5600000000001
02-Nov-2017,M128s,MS Series Windows,US East,19.226,14034.98
30-Nov-2019,E4a v4/E4as v4 Low Priority,Eav4/Easv4 Series,AP Southeast,0.0608,44.384
31-Mar-2019,H16m Low Priority,H Series Windows,AP Southeast,1.737,1268.01
31-Jul-2017,F4s v2,FSv2 Series,AP Southeast,0.196,143.08
28-Feb-2017,A10 Low Priority,A Series,EU West,0.179,130.67
30-Nov-2019,D8a v4/D8as v4 Low Priority,Dav4/Dasv4 Series,AP Southeast,0.096,70.08
31-Dec-2018,E4 v3/E4s v3,Ev3/ESv3 Series,US East,0.252,183.96
09-Oct-2019,ND40rs v2,NDrSv2 Series Windows,US East,23.872,17426.56
31-Oct-2016,A2m v2,Av2 Series,EU West,0.124,90.52
31-Mar-2019,M128ms,MS Series Windows,AP Southeast,47.826,34912.98
31-Mar-2017,A8 v2 Low Priority,Av2 Series Windows,US East,0.24,175.2
16-Aug-2018,B1ms,BS Series,EU North,0.0227,16.571
30-Nov-2017,A1 Low Priority,A Series Basic,EU North,0.005,3.65
28-Feb-2017,A4 Low Priority,A Series,AP East,0.096,70.08
31-Jan-2016,D14 v2/DS14 v2,Dv2/DSv2 Series Windows,EU North,1.944,1419.12
31-Mar-2017,NC24 Low Priority,NC Series,US East,0.72,525.6
30-Nov-2019,D48a v4/D48as v4 Low Priority,Dav4/Dasv4 Series,EU North,0.514,375.22
08-May-2019,E48 v3/E48s v3,Ev3/ESv3 Series,US East 2,3.024,2207.52
10-Jan-2019,NV6,NV Promo Series Windows,EU North,1.002,731.46
26-Apr-2018,M32ts Low Priority,MS Series,EU West,0.64968,474.26640000000003
31-Oct-2016,A2m v2,Av2 Series Windows,US East 2,0.18,131.4
10-Oct-2018,DC2s,DCS Series,US East,0.198,144.54000000000002
30-Nov-2019,E8a v4/E8as v4,Eav4/Easv4 Series Windows,EU West,0.976,712.48
30-Nov-2016,NC6,NC Series,EU North,0.972,709.56
09-Oct-2019,D96a v4/D96as v4 Low Priority,Dav4/Dasv4 Series,US East 2,0.922,673.0600000000001
31-Mar-2017,A8 v2 Low Priority,Av2 Series,US East,0.08,58.4
31-Dec-2018,E64i v3/E64is v3 Low Priority,Ev3/ESv3 Series Windows,EU West,2.928,2137.44
31-Dec-2018,E16 v3/E16s v3 Low Priority,Ev3/ESv3 Series Windows,EU North,0.746,544.58
30-Nov-2019,D64a v4/D64as v4,Dav4/Dasv4 Series,EU West,3.68,2686.4
30-Apr-2014,A6,A Series,US East 2,0.44,321.2
31-Jan-2019,G3/GS3 Low Priority,G/GS Series Windows,EU North,1.074,784.0200000000001
26-Apr-2018,M32ls Low Priority,MS Series Windows,EU North,1.226606,895.4223800000001
10-Jan-2019,H16mr,H Promo Series,US East,1.599,1167.27
30-Apr-2017,A3 Low Priority,A Series Windows,US East,0.144,105.11999999999999
31-Aug-2018,D12 v2/DS12 v2 - Expired,Dv2/DSv2 Promo Series,EU North,0.371,270.83
31-Jul-2019,NV24s v3 Low Priority,NVSv3 Series Windows,EU North,1.41,1029.3
31-May-2018,D8 v3/D8s v3 Low Priority,Dv3/DSv3 Series Windows,US East,0.301,219.73
08-May-2019,B12ms,BS Series,US East 2,0.499,364.27
09-Aug-2018,ND40s v2,NDSv2 Series Windows,EU West,18.95,13833.5
31-Aug-2016,D4 v2/DS4 v2,Dv2/DSv2 Series,EU West,0.544,397.12
16-Jun-2017,D16 v3/D16s v3,Dv3/DSv3 Series Windows,AP Southeast,1.736,1267.28
18-Sep-2017,NV24,NV Series,US East 2,4.807,3509.11
30-Nov-2019,E8a v4/E8as v4,Eav4/Easv4 Series,AP Southeast,0.608,443.84
31-Jul-2019,NV12s v3,NVSv3 Series Windows,US East,1.692,1235.1599999999999
31-Jan-2019,G2/GS2 Low Priority,G/GS Series Windows,EU North,0.537,392.01000000000005
31-May-2018,D13/DS13,D/DS Series Windows,US East,1.056,770.88
28-Feb-2017,D13/DS13 Low Priority,D/DS Series,AP Southeast,0.168,122.64
31-Jul-2019,F32s v2,FSv2 Series Windows,AP East,3.2,2336
31-Jul-2019,NV24s v3 Low Priority,NVSv3 Series Windows,US East,1.354,988.4200000000001
30-Nov-2017,H16 Low Priority,H Series,EU West,0.413,301.49
31-Oct-2016,A2 v2,Av2 Series,EU North,0.087,63.51
31-Dec-2018,E64i v3/E64is v3 Low Priority,Ev3/ESv3 Series Windows,EU North,2.802,2045.46
31-May-2018,NC24rs v2 Low Priority,NCSv2 Series Windows,US East,4.388,3203.24
02-Dec-2019,Type 2,LSv2 Series Dedicated Host,US East,6.864,5010.72
30-Apr-2017,D2/DS2 Low Priority,D/DS Series Windows,AP Southeast,0.129,94.17
30-Nov-2019,D16a v4/D16as v4,Dav4/Dasv4 Series Windows,US East,1.504,1097.92
31-Mar-2017,A4 v2 Low Priority,Av2 Series,EU North,0.037,27.009999999999998
10-Jan-2019,H8,H Promo Series,EU West,0.62,452.6
31-Oct-2018,F72s v2 Low Priority,FSv2 Series,AP Southeast,0.706,515.38
30-Nov-2019,D32a v4/D32as v4,Dav4/Dasv4 Series Windows,EU West,3.312,2417.7599999999998
31-Jan-2019,L8s v2,LSv2 Series Windows,US East 2,0.992,724.16
31-May-2018,D13/DS13,D/DS Series Windows,EU West,1.118,816.1400000000001
24-Jan-2019,L16s v2,LSv2 Series Windows,EU North,2.112,1541.76
31-Jul-2018,NC6s v3,NCSv3 Series,US East 2,3.06,2233.8
03-Feb-2017,A1,A Series Basic Windows,EU West,0.036,26.279999999999998
31-May-2018,D13/DS13,D/DS Series Windows,US East 2,0.972,709.56
31-May-2018,D1 v2/DS1 v2,Dv2/DSv2 Series Windows,AP Southeast,0.145,105.85
31-Jul-2017,F16s v2,FSv2 Series Windows,AP Southeast,1.411,1030.03
30-Nov-2016,D5 v2/DS5 v2,Dv2/DSv2 Series Windows,AP East,2.666,1946.1799999999998
30-Nov-2019,E16a v4/E16as v4,Eav4/Easv4 Series Windows,EU North,1.864,1360.72
29-Sep-2019,NV32s v4 Low Priority,NVSv4 Series Windows,EU West,0.76,554.8
31-Jul-2019,F64s v2,FSv2 Series,AP East,3.456,2522.88
08-May-2019,F48s v2,FSv2 Series Windows,EU North,4.512,3293.7599999999998
30-Nov-2014,A3,A Series Windows,AP East,0.36,262.8
30-Nov-2019,E20a v4/E20as v4 Low Priority,Eav4/Easv4 Series Windows,US East,0.872,636.56
10-Jan-2019,H8,H Promo Series,US East,0.543,396.39000000000004
09-Aug-2018,ND40s v2,NDSv2 Series,US East,12.24,8935.2
